type ,sex, age, ecactivity, worktype, commutetime, town,x,y
993,F,72.5,retired,undef,not commuting,529796,1054.77,5567.16
994,F,57.5,working,publicsector,not commuting,529796,1054.76,5567.09
995,M,47.5,at home,undef,not commuting,529796,1054.76,5567.09
996,M,32.5,working,transportation,not commuting,529796,1054.75,5567.09
997,M,27.5,working,publicsector,15 to 30 min,529796,1054.75,5567.09
998,M,67.5,retired,undef,not commuting,529796,1054.75,5567.08
999,F,5.5,at home,undef,not commuting,529796,1054.75,5567.08
1000,F,57.5,at home,undef,not commuting,529796,1054.83,5567.02
1001,F,62.5,working,eatinghousing,not commuting,529796,1054.83,5567.02
1002,M,57.5,working,education,not commuting,529796,1054.82,5567.1
1003,F,82.5,retired,undef,not commuting,529796,1054.82,5567.1
1004,F,67.5,retired,undef,not commuting,529796,1054.9,5567.16
1005,F,37.5,working,industry,not commuting,529796,1054.9,5567.16
1006,M,57.5,working,transportation,45 to 60 mins,529796,1054.9,5567.16
1007,F,27.5,at home,undef,not commuting,529796,1054.78,5567.12
1008,M,3.5,at home,undef,not commuting,529796,1054.78,5567.12
1009,M,37.5,working,publicsector,not commuting,529796,1054.78,5567.12
1010,M,27.5,working,health,not commuting,529796,1054.74,5567.1
1011,F,72.5,retired,undef,not commuting,529796,1054.74,5567.1
1012,F,16.5,student,undef,not commuting,529796,1054.74,5567.1
1013,F,52.5,working,industry,45 to 60 mins,529796,1054.84,5567.09
1014,F,47.5,working,adminetc,15 to 30 min,529796,1054.84,5567.09
1015,F,32.5,working,education,more than 90 mins,529796,1054.84,5567.09
1016,F,37.5,at home,undef,not commuting,529796,1054.84,5567.19
1017,M,27.5,working,agriculture,45 to 60 mins,529796,1054.84,5567.19
1018,F,47.5,working,eatinghousing,not commuting,529796,1054.84,5567.19
1019,F,88,retired,undef,not commuting,529796,1054.8,5567.18
1020,M,52.5,at home,undef,not commuting,529796,1054.8,5567.18
1021,M,88,working,tradeandmoto,not commuting,529796,1054.8,5567.18
1022,M,3.5,at home,undef,not commuting,529796,1054.77,5567.11
1023,F,12.5,student,undef,not commuting,529796,1054.77,5567.11
1024,M,52.5,working,industry,not commuting,529796,1054.77,5567.11
1025,F,37.5,working,education,not commuting,529796,1054.84,5567.17
1026,M,67.5,retired,undef,not commuting,529796,1054.84,5567.17
1027,M,19,student,undef,more than 90 mins,529796,1054.84,5567.17
1028,F,12.5,student,undef,not commuting,529796,1054.84,5567.17
1029,F,1.5,at home,undef,not commuting,529796,1054.77,5567.05
1030,F,32.5,working,industry,not commuting,529796,1054.77,5567.05
1031,M,52.5,working,construction,not commuting,529796,1054.77,5567.05
1032,M,1.5,at home,undef,not commuting,529796,1054.77,5567.05
1033,F,57.5,at home,undef,not commuting,529796,1054.88,5567.12
1034,F,47.5,working,banks,more than 90 mins,529796,1054.88,5567.12
1035,F,62.5,working,tradeandmoto,not commuting,529796,1054.88,5567.12
1036,F,16.5,working,industry,30 to 45 mins,529796,1054.88,5567.12
1037,F,32.5,working,banks,not commuting,529796,1054.78,5567.02
1038,F,82.5,retired,undef,not commuting,529796,1054.78,5567.02
1039,F,88,retired,undef,not commuting,529796,1054.78,5567.02
1040,M,5.5,at home,undef,not commuting,529796,1054.78,5567.02
1041,F,1.5,at home,undef,not commuting,529796,1054.76,5567.15
1042,F,62.5,retired,undef,not commuting,529796,1054.76,5567.15
1043,M,62.5,working,publicsector,not commuting,529796,1054.76,5567.15
1044,F,67.5,retired,undef,not commuting,529796,1054.76,5567.15
1045,M,52.5,working,eatinghousing,not commuting,529796,1054.76,5567.19
1046,F,27.5,working,health,not commuting,529796,1054.76,5567.19
1047,M,67.5,retired,undef,not commuting,529796,1054.76,5567.19
1048,F,3.5,at home,undef,not commuting,529796,1054.76,5567.19
1049,F,27.5,at home,undef,not commuting,529796,1054.74,5567.13
1050,F,67.5,retired,undef,not commuting,529796,1054.74,5567.13
1051,F,57.5,working,adminetc,not commuting,529796,1054.74,5567.13
1052,M,16.5,student,undef,more than 90 mins,529796,1054.74,5567.13
1053,F,12.5,student,undef,not commuting,529796,1054.77,5567.13
1054,M,82.5,retired,undef,not commuting,529796,1054.77,5567.13
1055,F,52.5,working,industry,45 to 60 mins,529796,1054.77,5567.13
1056,F,5.5,at home,undef,not commuting,529796,1054.77,5567.13
1057,M,16.5,student,undef,60 to 90 mins,529796,1054.8,5567.14
1058,F,22.5,at home,undef,not commuting,529796,1054.8,5567.14
1059,F,82.5,retired,undef,not commuting,529796,1054.8,5567.14
1060,M,42.5,working,it,45 to 60 mins,529796,1054.8,5567.14
1061,F,22.5,at home,undef,not commuting,529796,1054.8,5567.14
1062,F,57.5,at home,undef,not commuting,529796,1054.72,5567.02
1063,F,1.5,at home,undef,not commuting,529796,1054.72,5567.02
1064,F,32.5,at home,undef,not commuting,529796,1054.72,5567.02
1065,F,42.5,working,transportation,not commuting,529796,1054.72,5567.02
1066,F,62.5,retired,undef,not commuting,529796,1054.72,5567.02
1067,F,32.5,working,agriculture,not commuting,529796,1054.88,5567.16
1068,F,88,retired,undef,not commuting,529796,1054.88,5567.16
1069,F,42.5,working,construction,not commuting,529796,1054.88,5567.16
1070,M,47.5,at home,undef,not commuting,529796,1054.88,5567.16
1071,F,3.5,at home,undef,not commuting,529796,1054.88,5567.16
1072,M,32.5,at home,undef,not commuting,529796,1054.79,5567.05
1073,F,12.5,student,undef,not commuting,529796,1054.79,5567.05
1074,F,42.5,at home,undef,not commuting,529796,1054.79,5567.05
1075,F,77.5,retired,undef,not commuting,529796,1054.79,5567.05
1076,F,37.5,at home,undef,not commuting,529796,1054.79,5567.05
1077,M,57.5,working,tradeandmoto,not commuting,529796,1054.79,5567.05
1078,F,32.5,working,construction,not commuting,529796,1054.79,5567.05
1079,M,32.5,working,transportation,not commuting,529796,1054.72,5567.07
1080,M,8,student,undef,not commuting,529796,1054.72,5567.07
1081,M,62.5,retired,undef,not commuting,529796,1054.72,5567.07
1082,F,62.5,retired,undef,not commuting,529796,1054.72,5567.07
1083,F,32.5,at home,undef,not commuting,529796,1054.72,5567.07
1084,F,3.5,at home,undef,not commuting,529796,1054.72,5567.07
1085,M,52.5,working,tradeandmoto,not commuting,529796,1054.72,5567.07
1086,M,3.5,at home,undef,not commuting,529796,1054.77,5567.01
1087,F,67.5,retired,undef,not commuting,529796,1054.77,5567.01
1088,F,12.5,student,undef,not commuting,529796,1054.77,5567.01
1089,M,32.5,working,transportation,not commuting,529796,1054.77,5567.01
1090,M,57.5,working,construction,less than 15min,529796,1054.77,5567.01
1091,M,1.5,at home,undef,not commuting,529796,1054.77,5567.01
1092,F,12.5,student,undef,not commuting,529796,1054.77,5567.01
1093,F,88,retired,undef,not commuting,529796,1053.19,5564.56
1094,F,12.5,student,undef,not commuting,529796,1053.19,5564.49
1095,F,77.5,working,health,not commuting,529796,1053.12,5564.5
1096,F,67.5,retired,undef,not commuting,529796,1053.15,5564.85
1097,M,62.5,retired,undef,not commuting,529796,1053.01,5564.56
1098,M,67.5,retired,undef,not commuting,529796,1053.14,5564.7
1099,M,37.5,working,industry,30 to 45 mins,529796,1053.11,5564.57
1100,M,3.5,at home,undef,not commuting,529796,1053.11,5564.57
1101,F,62.5,retired,undef,not commuting,529796,1053.11,5564.69
1102,F,22.5,at home,undef,not commuting,529796,1053.11,5564.69
1103,F,8,student,undef,not commuting,529796,1053.24,5564.7
1104,M,57.5,working,eatinghousing,not commuting,529796,1053.24,5564.7
1105,M,19,student,undef,not commuting,529796,1053.14,5564.78
1106,M,1.5,at home,undef,not commuting,529796,1053.14,5564.78
1107,F,62.5,retired,undef,not commuting,529796,1053.14,5564.74
1108,M,1.5,at home,undef,not commuting,529796,1053.14,5564.74
1109,F,27.5,working,tradeandmoto,45 to 60 mins,529796,1053.05,5564.7
1110,F,52.5,working,industry,not commuting,529796,1053.05,5564.7
1111,F,32.5,working,adminetc,45 to 60 mins,529796,1053.26,5564.56
1112,F,22.5,working,tradeandmoto,not commuting,529796,1053.26,5564.56
1113,F,32.5,working,industry,not commuting,529796,1053.26,5564.56
1114,M,8,student,undef,not commuting,529796,1053.13,5564.54
1115,F,16.5,working,transportation,not commuting,529796,1053.13,5564.54
1116,F,42.5,working,adminetc,not commuting,529796,1053.13,5564.54
1117,F,57.5,working,publicsector,45 to 60 mins,529796,1053.32,5564.85
1118,F,19,student,undef,not commuting,529796,1053.32,5564.85
1119,F,37.5,working,banks,not commuting,529796,1053.32,5564.85
1120,M,1.5,at home,undef,not commuting,529796,1053.21,5564.76
1121,M,32.5,at home,undef,not commuting,529796,1053.21,5564.76
1122,M,52.5,working,adminetc,15 to 30 min,529796,1053.21,5564.76
1123,F,67.5,retired,undef,not commuting,529796,1053.3,5564.83
1124,M,22.5,at home,undef,not commuting,529796,1053.3,5564.83
1125,F,62.5,retired,undef,not commuting,529796,1053.3,5564.83
1126,M,52.5,working,it,30 to 45 mins,529796,1053.3,5564.83
1127,F,8,student,undef,not commuting,529796,1053.21,5564.52
1128,M,32.5,at home,undef,not commuting,529796,1053.21,5564.52
1129,F,19,working,it,not commuting,529796,1053.21,5564.52
1130,F,32.5,working,agriculture,not commuting,529796,1053.21,5564.52
1131,M,67.5,retired,undef,not commuting,529796,1053.03,5564.63
1132,F,8,student,undef,not commuting,529796,1053.03,5564.63
1133,F,32.5,at home,undef,not commuting,529796,1053.03,5564.63
1134,F,37.5,working,industry,more than 90 mins,529796,1053.03,5564.63
1135,F,57.5,at home,undef,not commuting,529796,1053.17,5564.62
1136,F,1.5,at home,undef,not commuting,529796,1053.17,5564.62
1137,F,22.5,at home,undef,not commuting,529796,1053.17,5564.62
1138,M,19,working,industry,not commuting,529796,1053.17,5564.62
1139,F,1.5,at home,undef,not commuting,529796,1053.07,5564.66
1140,F,67.5,retired,undef,not commuting,529796,1053.07,5564.66
1141,F,22.5,working,publicsector,not commuting,529796,1053.07,5564.66
1142,F,72.5,retired,undef,not commuting,529796,1053.07,5564.66
1143,M,62.5,retired,undef,not commuting,529796,1053.07,5564.66
1144,F,88,retired,undef,not commuting,529796,1053.31,5564.5
1145,F,3.5,at home,undef,not commuting,529796,1053.31,5564.5
1146,M,52.5,working,publicsector,not commuting,529796,1053.31,5564.5
1147,M,32.5,working,construction,not commuting,529796,1053.31,5564.5
1148,M,1.5,at home,undef,not commuting,529796,1053.31,5564.5
1149,M,1.5,at home,undef,not commuting,529796,1053.03,5564.79
1150,M,8,student,undef,not commuting,529796,1053.03,5564.79
1151,F,32.5,working,it,not commuting,529796,1053.03,5564.79
1152,M,47.5,at home,undef,not commuting,529796,1053.03,5564.79
1153,M,32.5,working,health,not commuting,529796,1053.03,5564.79
1154,M,67.5,retired,undef,not commuting,529796,1053.03,5564.79
1155,F,12.5,student,undef,not commuting,529796,1053.03,5564.79
1156,F,47.5,working,adminetc,15 to 30 min,529796,1053.07,5565.63
1157,M,42.5,at home,undef,not commuting,529796,1053.12,5566.03
1158,F,72.5,retired,undef,not commuting,529796,1052.81,5565.88
1159,F,27.5,working,eatinghousing,not commuting,529796,1052.65,5565.83
1160,M,16.5,student,undef,45 to 60 mins,529796,1052.73,5565.59
1161,F,57.5,at home,undef,not commuting,529796,1052.9,5565.71
1162,F,22.5,at home,undef,not commuting,529796,1052.96,5566.09
1163,F,37.5,working,transportation,15 to 30 min,529796,1052.6,5565.94
1164,M,47.5,working,eatinghousing,15 to 30 min,529796,1052.76,5565.83
1165,M,57.5,working,adminetc,not commuting,529796,1053.04,5565.93
1166,M,32.5,working,industry,not commuting,529796,1052.78,5565.88
1167,M,52.5,at home,undef,not commuting,529796,1052.72,5565.72
1168,F,32.5,at home,undef,not commuting,529796,1052.89,5566.05
1169,M,42.5,working,transportation,not commuting,529796,1052.95,5565.84
1170,M,37.5,working,publicsector,not commuting,529796,1053,5565.61
1171,M,57.5,working,eatinghousing,15 to 30 min,529796,1053,5565.61
1172,M,47.5,working,tradeandmoto,not commuting,529796,1052.63,5566.09
1173,M,52.5,working,industry,not commuting,529796,1052.63,5566.09
1174,M,3.5,at home,undef,not commuting,529796,1052.59,5566.09
1175,M,57.5,working,publicsector,45 to 60 mins,529796,1052.59,5566.09
1176,M,42.5,working,transportation,not commuting,529796,1052.65,5565.9
1177,F,22.5,working,tradeandmoto,15 to 30 min,529796,1052.65,5565.9
1178,M,37.5,working,construction,not commuting,529796,1053.12,5565.94
1179,F,32.5,at home,undef,not commuting,529796,1053.12,5565.94
1180,M,67.5,retired,undef,not commuting,529796,1052.9,5566.11
1181,F,37.5,working,industry,not commuting,529796,1052.9,5566.11
1182,F,62.5,working,industry,not commuting,529796,1052.99,5565.76
1183,F,52.5,working,industry,less than 15min,529796,1052.99,5565.76
1184,F,42.5,working,adminetc,not commuting,529796,1052.99,5566
1185,M,62.5,working,industry,not commuting,529796,1052.99,5566
1186,M,22.5,at home,undef,not commuting,529796,1052.89,5566.04
1187,M,3.5,at home,undef,not commuting,529796,1052.89,5566.04
1188,M,16.5,student,undef,not commuting,529796,1052.77,5565.88
1189,F,12.5,student,undef,not commuting,529796,1052.77,5565.88
1190,F,67.5,retired,undef,not commuting,529796,1052.85,5565.91
1191,M,47.5,working,publicsector,30 to 45 mins,529796,1052.85,5565.91
1192,M,32.5,working,publicsector,45 to 60 mins,529796,1053.13,5565.62
1193,M,77.5,retired,undef,not commuting,529796,1053.13,5565.62
1194,F,47.5,working,tradeandmoto,not commuting,529796,1052.91,5565.74
1195,M,67.5,retired,undef,not commuting,529796,1052.91,5565.74
1196,M,42.5,working,eatinghousing,30 to 45 mins,529796,1052.97,5565.94
1197,F,37.5,working,adminetc,30 to 45 mins,529796,1052.97,5565.94
1198,F,22.5,at home,undef,not commuting,529796,1052.87,5565.95
1199,F,57.5,at home,undef,not commuting,529796,1052.87,5565.95
1200,M,19,working,health,not commuting,529796,1052.87,5565.95
1201,F,37.5,working,tradeandmoto,not commuting,529796,1052.63,5565.95
1202,F,47.5,at home,undef,not commuting,529796,1052.63,5565.95
1203,M,42.5,working,transportation,60 to 90 mins,529796,1052.63,5565.95
1204,M,12.5,student,undef,not commuting,529796,1052.84,5565.93
1205,F,57.5,at home,undef,not commuting,529796,1052.84,5565.93
1206,F,37.5,working,construction,not commuting,529796,1052.84,5565.93
1207,F,57.5,at home,undef,not commuting,529796,1052.83,5566.09
1208,M,57.5,working,construction,not commuting,529796,1052.83,5566.09
1209,F,77.5,retired,undef,not commuting,529796,1052.83,5566.09
1210,M,62.5,retired,undef,not commuting,529796,1052.82,5565.97
1211,M,32.5,working,adminetc,not commuting,529796,1052.82,5565.97
1212,F,32.5,at home,undef,not commuting,529796,1052.82,5565.97
1213,M,12.5,student,undef,not commuting,529796,1053.14,5565.62
1214,M,37.5,working,banks,30 to 45 mins,529796,1053.14,5565.62
1215,M,27.5,working,banks,30 to 45 mins,529796,1053.14,5565.62
1216,F,77.5,retired,undef,not commuting,529796,1052.82,5565.71
1217,M,16.5,student,undef,30 to 45 mins,529796,1052.82,5565.71
1218,M,3.5,at home,undef,not commuting,529796,1052.82,5565.71
1219,M,52.5,working,health,not commuting,529796,1053.14,5565.61
1220,M,8,student,undef,not commuting,529796,1053.14,5565.61
1221,F,72.5,working,industry,not commuting,529796,1053.14,5565.61
1222,F,72.5,retired,undef,not commuting,529796,1052.93,5566.06
1223,M,67.5,retired,undef,not commuting,529796,1052.93,5566.06
1224,F,62.5,retired,undef,not commuting,529796,1052.93,5566.06
1225,F,52.5,working,health,not commuting,529796,1052.93,5566.06
1226,M,52.5,working,it,60 to 90 mins,529796,1052.6,5566.04
1227,F,67.5,retired,undef,not commuting,529796,1052.6,5566.04
1228,F,37.5,working,publicsector,not commuting,529796,1052.6,5566.04
1229,M,27.5,working,adminetc,not commuting,529796,1052.6,5566.04
1230,M,57.5,working,adminetc,not commuting,529796,1052.6,5565.76
1231,M,32.5,at home,undef,not commuting,529796,1052.6,5565.76
1232,F,62.5,retired,undef,not commuting,529796,1052.6,5565.76
1233,F,12.5,student,undef,not commuting,529796,1052.6,5565.76
1234,M,27.5,working,construction,30 to 45 mins,529796,1052.93,5565.99
1235,M,72.5,retired,undef,not commuting,529796,1052.93,5565.99
1236,F,22.5,working,eatinghousing,not commuting,529796,1052.93,5565.99
1237,M,22.5,at home,undef,not commuting,529796,1052.93,5565.99
1238,M,57.5,working,eatinghousing,not commuting,529796,1052.73,5565.61
1239,F,62.5,retired,undef,not commuting,529796,1052.73,5565.61
1240,F,67.5,working,transportation,not commuting,529796,1052.73,5565.61
1241,M,22.5,at home,undef,not commuting,529796,1052.73,5565.61
1242,M,62.5,retired,undef,not commuting,529796,1052.73,5565.88
1243,F,57.5,at home,undef,not commuting,529796,1052.73,5565.88
1244,F,37.5,working,industry,not commuting,529796,1052.73,5565.88
1245,F,37.5,working,industry,45 to 60 mins,529796,1052.73,5565.88
1246,M,62.5,working,banks,not commuting,529796,1052.88,5566.07
1247,F,47.5,working,tradeandmoto,not commuting,529796,1052.88,5566.07
1248,F,3.5,at home,undef,not commuting,529796,1052.88,5566.07
1249,M,16.5,student,undef,60 to 90 mins,529796,1052.88,5566.07
1250,M,1.5,at home,undef,not commuting,529796,1053.13,5566.03
1251,M,22.5,at home,undef,not commuting,529796,1053.13,5566.03
1252,M,32.5,at home,undef,not commuting,529796,1053.13,5566.03
1253,F,37.5,working,transportation,not commuting,529796,1053.13,5566.03
1254,F,32.5,at home,undef,not commuting,529796,1052.64,5565.63
1255,F,37.5,working,health,not commuting,529796,1052.64,5565.63
1256,M,12.5,student,undef,not commuting,529796,1052.64,5565.63
1257,M,32.5,working,tradeandmoto,not commuting,529796,1052.64,5565.63
1258,M,42.5,working,industry,not commuting,529796,1052.68,5565.61
1259,M,3.5,at home,undef,not commuting,529796,1052.68,5565.61
1260,F,32.5,at home,undef,not commuting,529796,1052.68,5565.61
1261,M,3.5,at home,undef,not commuting,529796,1052.68,5565.61
1262,F,62.5,retired,undef,not commuting,529796,1052.68,5565.61
1263,M,32.5,working,industry,30 to 45 mins,529796,1052.75,5565.96
1264,F,22.5,at home,undef,not commuting,529796,1052.75,5565.96
1265,F,88,retired,undef,not commuting,529796,1052.75,5565.96
1266,F,57.5,working,adminetc,not commuting,529796,1052.75,5565.96
1267,F,82.5,working,publicsector,30 to 45 mins,529796,1052.75,5565.96
1268,F,62.5,retired,undef,not commuting,529796,1052.77,5566.01
1269,F,16.5,student,undef,30 to 45 mins,529796,1052.77,5566.01
1270,F,27.5,working,industry,not commuting,529796,1052.77,5566.01
1271,F,32.5,at home,undef,not commuting,529796,1052.77,5566.01
1272,F,47.5,working,it,not commuting,529796,1052.77,5566.01
1273,F,8,student,undef,not commuting,529796,1052.85,5566.06
1274,F,32.5,working,education,not commuting,529796,1052.85,5566.06
1275,F,82.5,retired,undef,not commuting,529796,1052.85,5566.06
1276,F,16.5,working,tradeandmoto,not commuting,529796,1052.85,5566.06
1277,F,8,student,undef,not commuting,529796,1052.85,5566.06
1278,F,32.5,at home,undef,not commuting,529796,1052.98,5565.6
1279,M,32.5,at home,undef,not commuting,529796,1052.98,5565.6
1280,F,67.5,retired,undef,not commuting,529796,1052.98,5565.6
1281,M,62.5,working,adminetc,15 to 30 min,529796,1052.98,5565.6
1282,F,16.5,student,undef,not commuting,529796,1052.98,5565.6
1283,M,1.5,at home,undef,not commuting,529796,1052.98,5565.6
1284,F,8,student,undef,not commuting,529796,1052.98,5565.6
1285,F,5.5,at home,undef,not commuting,529796,1052.61,5566.04
1286,F,72.5,retired,undef,not commuting,529796,1052.61,5566.04
1287,F,37.5,working,industry,15 to 30 min,529796,1052.61,5566.04
1288,M,8,student,undef,not commuting,529796,1052.61,5566.04
1289,M,42.5,working,industry,30 to 45 mins,529796,1052.61,5566.04
1290,M,3.5,at home,undef,not commuting,529796,1052.61,5566.04
1291,F,47.5,working,adminetc,not commuting,529796,1052.61,5566.04
1292,F,77.5,retired,undef,not commuting,529796,1052.89,5566.02
1293,F,22.5,at home,undef,not commuting,529796,1052.89,5566.02
1294,F,77.5,retired,undef,not commuting,529796,1052.89,5566.02
1295,F,27.5,working,industry,not commuting,529796,1052.89,5566.02
1296,F,37.5,working,industry,15 to 30 min,529796,1052.89,5566.02
1297,M,62.5,retired,undef,not commuting,529796,1052.89,5566.02
1298,F,22.5,at home,undef,not commuting,529796,1052.89,5566.02
1299,F,5.5,at home,undef,not commuting,777777,1051.83,5567.86
1300,M,37.5,working,tradeandmoto,not commuting,777777,1051.62,5567.64
1301,F,62.5,working,health,not commuting,777777,1051.62,5567.64
1302,M,12.5,student,undef,not commuting,777777,1051.6,5567.85
1303,M,57.5,working,industry,45 to 60 mins,777777,1051.6,5567.85
1304,M,37.5,working,publicsector,15 to 30 min,777777,1051.6,5567.85
1305,M,37.5,working,health,not commuting,777777,1051.83,5567.85
1306,M,16.5,student,undef,60 to 90 mins,777777,1051.83,5567.85
1307,F,57.5,working,industry,not commuting,777777,1051.83,5567.85
1308,F,47.5,at home,undef,not commuting,777777,1051.83,5567.85
1309,M,27.5,working,banks,not commuting,777777,1051.82,5567.84
1310,M,37.5,working,construction,30 to 45 mins,777777,1051.82,5567.84
1311,M,52.5,working,eatinghousing,15 to 30 min,777777,1051.82,5567.84
1312,F,27.5,working,it,30 to 45 mins,777777,1051.82,5567.84
1313,F,77.5,retired,undef,not commuting,777777,1051.82,5567.84
1314,M,77.5,retired,undef,not commuting,777777,1051.69,5567.87
1315,M,72.5,retired,undef,not commuting,777777,1051.69,5567.87
1316,M,32.5,working,it,not commuting,777777,1051.69,5567.87
1317,M,22.5,at home,undef,not commuting,777777,1051.69,5567.87
1318,M,37.5,at home,undef,not commuting,777777,1051.69,5567.87
1319,F,1.5,at home,undef,not commuting,777777,1051.69,5567.87
1320,M,22.5,working,banks,45 to 60 mins,777777,1051.69,5567.87
